time,load1_kw,load2_kw,load3_kw
2023-01-01 00:00:00,0.340006297800709,0.47465207446959473,0.8473630147996705
2023-01-01 00:15:00,0.5372621616995106,0.5723697391121713,0.7347600467926415
2023-01-01 00:30:00,0.5032765109605223,0.5977150810508838,1.0799541510948314
2023-01-01 00:45:00,0.5208662675073771,0.8364297123098006,0.8822794202942794
2023-01-01 01:00:00,0.600384878336891,0.5409125717320947,0.5851210155108612
2023-01-01 01:15:00,0.5904785252476732,0.7725431904360761,0.8685422809021782
2023-01-01 01:30:00,0.4455918151756678,0.7958986007022231,0.5195852015146852
2023-01-01 01:45:00,0.45129406444671055,0.7009269831754268,0.9425033264710126
2023-01-01 02:00:00,0.2943873544149618,0.49999933022546117,1.0166647684293195
2023-01-01 02:15:00,0.6364181043958568,0.6575741586695396,0.9082350001272282
2023-01-01 02:30:00,0.5560585813341359,0.9509445083809295,0.5603573865299034
2023-01-01 02:45:00,0.5248953989249542,0.7564132898402565,0.9664542361539971
2023-01-01 03:00:00,0.3478554880924216,0.6597409654511275,0.9425960009753364
2023-01-01 03:15:00,0.6165398677577644,0.8227328512787924,1.104215088866504
2023-01-01 03:30:00,0.34844694957754774,0.50438356323606,0.854481834491799
2023-01-01 03:45:00,0.41798525239294076,0.5464843622280162,1.1690599539846804
2023-01-01 04:00:00,0.45006012555376423,0.7205609536462557,0.7909427235688412
2023-01-01 04:15:00,0.59597830927566,0.6310739980412592,1.1708198541535473
2023-01-01 04:30:00,0.6193371629184888,0.5242451172031586,0.6648081432483416
2023-01-01 04:45:00,0.5265294012980918,0.5904551950428427,0.9876334074873072
2023-01-01 05:00:00,0.4681469621353704,0.6953692427972524,0.7208890823844183
2023-01-01 05:15:00,0.45757348856164165,0.7076807412715891,0.545540121697067
2023-01-01 05:30:00,0.4753806165469807,0.47630184564491035,1.0160556604996271
2023-01-01 05:45:00,0.4288495652584625,0.8330665416081485,0.5556964304020416
2023-01-01 06:00:00,0.6208591904115948,0.7834747504519219,1.124284204359304
2023-01-01 06:15:00,0.3298739155359268,0.48288530292365395,0.7630788875437888
2023-01-01 06:30:00,0.482475040288802,0.7671470627981147,0.9688419978205516
2023-01-01 06:45:00,0.42257888308103353,1.123874527892486,1.0046276347576741
2023-01-01 07:00:00,0.5027092136459282,0.44704730642869633,0.9691018214108329
2023-01-01 07:15:00,0.5693933923299062,0.6684328463588489,0.8202622591135014
2023-01-01 07:30:00,0.6276543137629879,0.7370652679941223,0.9045545735948063
2023-01-01 07:45:00,0.37374245916433346,0.5735697717491591,0.9837968604443905
