time,pv1_kw,pv2_kw,pv3_kw
2025-01-01 00:00:00,0.0,0.0,0.0
2025-01-01 00:15:00,0.0,0.0,0.0
2025-01-01 00:30:00,0.0,0.0,0.0
2025-01-01 00:45:00,0.0,0.0,0.0
2025-01-01 01:00:00,0.0,0.0,0.0
2025-01-01 01:15:00,0.0,0.0,0.0
2025-01-01 01:30:00,0.0,0.0,0.0
2025-01-01 01:45:00,0.0,0.0,0.0
2025-01-01 02:00:00,0.0,0.0,0.0
2025-01-01 02:15:00,0.0,0.0,0.0
2025-01-01 02:30:00,0.0,0.0,0.0
2025-01-01 02:45:00,0.0,0.0,0.0
2025-01-01 03:00:00,0.0,0.0,0.0
2025-01-01 03:15:00,0.0,0.0,0.0
2025-01-01 03:30:00,0.0,0.0,0.0
2025-01-01 03:45:00,0.0,0.0,0.0
2025-01-01 04:00:00,0.0,0.0,0.0
2025-01-01 04:15:00,0.0,0.0,0.0
2025-01-01 04:30:00,0.0,0.0,0.0
2025-01-01 04:45:00,0.0,0.0,0.0
2025-01-01 05:00:00,0.0,0.0,0.0
2025-01-01 05:15:00,0.0,0.0,0.0
2025-01-01 05:30:00,0.0,0.0,0.0
2025-01-01 05:45:00,0.0,0.0,0.0
2025-01-01 06:00:00,0.019840733719630212,0.014880550289722658,0.024800917149537763
2025-01-01 06:15:00,0.09909521456679882,0.07432141092509911,0.12386901820849852
2025-01-01 06:30:00,0.17791637725421036,0.1334372829406578,0.22239547156776296
2025-01-01 06:45:00,0.25595955689249617,0.19196966766937215,0.31994944611562026
2025-01-01 07:00:00,0.3328834905142138,0.24966261788566033,0.4161043631427672
2025-01-01 07:15:00,0.40835180932997184,0.3062638569974789,0.5104397616624647
2025-01-01 07:30:00,0.4820345095835635,0.3615258821876726,0.6025431369794544
2025-01-01 07:45:00,0.5536093955744253,0.41520704668081904,0.6920117444680317
2025-01-01 08:00:00,0.6227634885374581,0.4670726164030936,0.7784543606718226
2025-01-01 08:15:00,0.6891943952195325,0.5168957964146494,0.8614929940244157
2025-01-01 08:30:00,0.7526116301682443,0.5644587226261832,0.9407645377103053
2025-01-01 08:45:00,0.8127378859508895,0.6095534144631671,1.0159223574386118
2025-01-01 09:00:00,0.8693102457493067,0.65198268431198,1.0866378071866334
2025-01-01 09:15:00,0.922081333028231,0.6915609997711734,1.152601666285289
2025-01-01 09:30:00,0.9708203932499369,0.7281152949374528,1.2135254915624212
2025-01-01 09:45:00,1.0153143029051224,0.7614857271788419,1.2691428786314032
2025-01-01 10:00:00,1.0553685014477865,0.79152637608584,1.3192106268097332
2025-01-01 10:15:00,1.0908078420589948,0.8181058815442461,1.3635098025737435
2025-01-01 10:30:00,1.121477357519353,0.8411080181395149,1.4018466968991914
2025-01-01 10:45:00,1.1472429378412294,0.8604322033809221,1.4340536723015367
2025-01-01 11:00:00,1.1679919166976072,0.8759939375232055,1.4599898958720092
2025-01-01 11:15:00,1.1836335640832667,0.8877251730624501,1.4795419551040836
2025-01-01 11:30:00,1.1940994830540135,0.8955746122905102,1.492624353817517
2025-01-01 11:45:00,1.1993439088091113,0.8995079316068335,1.4991798860113892
2025-01-01 12:00:00,1.1993439088091113,0.8995079316068335,1.4991798860113892
2025-01-01 12:15:00,1.1940994830540135,0.8955746122905102,1.492624353817517
2025-01-01 12:30:00,1.1836335640832667,0.8877251730624501,1.4795419551040836
